gene_names,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38
ZMYND11,83,110,18,708,159,5,1332,451,3244,1452,1053,641,6,33,2321
WAS,260,93,3,203,67,199,212,7,3,526,286,255,404,226,3
DPEP1,0,4,0,41,0,0,4,0,0,5,3,4,1,0,0
BID,672,323,16,825,184,121,867,304,1437,1817,2559,115,1724,272,688
MATR3,593,297,11,459,130,780,598,224,558,1090,622,760,353,476,703
NPC1L1,3,3,0,1,0,0,0,1,3,3,0,0,1,1,35
XYLT2,448,245,12,581,56,411,660,677,1922,932,676,571,478,270,1376
RGPD5,2,63,0,26,16,0,34,41,55,47,34,92,16,1,120
STMN4,1,16,0,0,0,0,0,0,1,0,1,1,6,0,1
NUDCD3,940,793,16,1696,139,2537,1090,746,2381,978,1071,1363,2077,879,1865
ISL1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
CHDH,60,96,0,0,0,24,98,0,12,3,5,982,0,3,3
IL20RA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CLCA1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
CLCA4,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0
GLT8D1,939,478,12,436,82,431,586,495,2132,1102,891,744,769,527,1429
ATP2C1,1942,2010,55,1443,541,927,2467,1907,3489,2870,2095,7118,1769,769,3606
IGF1,1,7,0,0,46,0,2,0,5,21,3,0,8,0,9
SLC38A5,686,518,20,11,169,608,359,1,148,174,734,597,1143,437,231
RALBP1,1416,454,56,1395,148,931,1820,619,3164,2219,2147,673,2075,881,2858
RUFY3,1467,177,15,519,41,1088,955,393,1717,1898,1362,507,2454,646,1889
CNTN1,0,0,0,0,37,0,0,0,40,1,0,0,18,0,1
SLC11A1,4,15,0,2,0,4,17,2,6,21,4,2,29,2,2
WWTR1,10,53,0,13,2,6,19,3232,1990,30,15,165,11,14,2433
AGPS,1976,1372,84,3097,693,1397,1984,877,2001,3016,2946,2141,1136,1438,1513
STEEP1,485,360,6,358,112,405,463,127,614,713,965,435,778,252,330
ATP1A2,1,0,0,0,0,0,0,0,3,0,2,12,2,0,111
TTC27,957,652,10,776,149,610,458,209,763,483,694,698,1267,482,452
ZNF582,0,11,0,2,0,0,2,0,96,1,0,9,41,8,41
VSIG2,3,1,0,1,0,6,4,5,1,24,2,21,4,3,9
PHLDB1,4,24,2,1,0,3,4,617,4961,26,84,65,5,2,7770
MARCO,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
CYP24A1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRDM11,253,80,1,135,14,171,175,25,186,216,88,127,93,125,206
SYT13,1,0,0,0,0,0,0,0,0,2,13,0,0,0,1
SNAI2,2,4,0,0,1,0,0,62,1118,1,0,52,0,0,1489
CD74,8500,1545,0,23,5233,8830,45,43,14,39,37,10373,29618,4665,22
HGF,25,5,1,1,3,1,0,2,4388,5,11,986,3,1,16267
ZRANB1,745,279,28,843,126,509,910,843,2769,1367,1117,645,608,422,3220
NCDN,516,245,7,478,65,219,205,270,810,381,353,156,608,207,863
ADGRA2,249,116,7,186,16,118,589,101,3621,584,489,178,117,63,4914
CCT8L1P,1,0,0,0,0,4,2,0,0,1,2,0,0,1,0
ZFP64,123,91,0,141,61,106,150,244,341,381,239,264,180,64,483
MNAT1,269,274,18,604,106,541,572,294,1048,715,1347,631,496,363,812
SAMD4A,10,1,0,7,21,74,111,558,6284,12,23,439,503,262,5603
RUNX3,111,545,3,79,281,41,1418,213,1,169,462,1042,2371,256,4
MRE11,1168,757,41,907,237,1192,1813,422,963,2194,1948,1833,1250,1361,608
PLEKHB1,41,0,4,9,2,11,8,3,16,130,107,16,54,19,53
SERPINB1,11,767,0,277,13,65,64,194,430,123,9,132,15,294,744
CYP3A43,0,0,0,0,0,0,2,0,1,44,0,0,0,1,2
SLC7A9,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2
SPAST,641,313,27,576,176,545,790,190,770,715,724,495,894,423,552
NRXN3,2,40,15,25,104,133,334,8,387,140,10,2,127,2,21
OSBPL5,66,8,10,207,2,0,869,211,1260,1667,277,163,1,1,1366
AQR,2059,1246,46,1573,526,658,1715,662,2153,3323,3152,1954,2716,1099,1966
CPS1,0,10,1,315,91,124,44,302,344,137,217,0,55,2,334
C8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHL1,2,2,7,193,3,4,109,1398,2105,481,434,13,5,1,4268
RTF2,1074,733,22,1469,340,635,1455,713,3323,1370,2056,852,1515,658,1896
GABRA1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NLRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A4,421,215,5,325,14,47,441,59,208,638,442,189,56,19,232
RNF10,925,382,23,984,221,863,1303,795,2471,2257,1886,869,1339,562,3915
ZNF839,600,130,12,722,65,242,318,134,339,657,817,311,314,157,386
ZDHHC6,597,305,10,662,182,340,717,305,680,1109,790,546,810,568,562
GRAMD1B,324,112,1,11,125,230,452,755,374,179,225,518,3,1,190
RNH1,95,111,8,85,4,89,102,55,334,113,212,180,231,49,138
NDUFS1,232,101,6,127,48,311,147,43,186,98,152,143,199,90,78
RB1CC1,1046,500,37,1280,240,781,2427,3472,3357,2921,2146,986,1561,777,3219
ERP44,862,128,28,377,238,511,398,291,922,792,329,461,685,664,1230
ALAS1,436,679,19,691,182,272,860,258,812,945,1356,546,1232,199,1185
BIRC3,3478,1552,4,126,1027,3860,1088,69,332,846,474,1283,22812,2564,144
AKAP11,2015,1552,41,1369,502,1950,992,1347,2951,2797,1020,4344,4080,2538,4538
GLRX2,161,153,3,184,38,66,181,43,344,145,156,150,142,153,123
SNAPC1,130,90,4,226,19,81,563,194,302,396,578,130,202,132,342
DERA,317,127,11,385,109,413,253,187,996,341,519,531,674,583,549
STRAP,1612,1066,46,1511,296,886,1166,1535,3252,2321,2182,1312,1851,1011,2831
ABCC2,23,14,1,49,3,10,21,19,13,113,17,6,20,12,32
DEF6,424,424,25,1735,81,339,1329,88,51,2883,3283,731,794,437,51
PLEKHO1,52,175,33,1093,214,19,1831,349,1829,1298,1007,470,42,44,1876
GCLM,490,161,12,395,49,184,444,176,1135,806,608,206,661,255,1546
UBR2,1239,1400,33,1481,191,1001,1686,678,2604,2792,2261,1542,1511,938,2699
EHD2,7,0,0,5,0,0,87,318,4366,13,10,1,0,1,9659
DEPDC1,160,749,26,1071,166,4,539,370,1106,1,1183,833,1534,719,530
CCDC28A,190,296,10,185,43,172,424,330,302,390,429,165,226,120,216
RRAGD,55,60,6,647,93,27,509,30,1,1245,805,904,7,18,5
HSF2,386,345,12,697,90,363,624,250,467,890,864,388,761,161,344
PHF20,861,608,43,1324,283,820,1147,438,1860,2140,1326,893,1499,561,1804
HSD17B6,92,46,1,80,18,130,123,28,43,158,323,116,135,51,17
NR1H3,80,30,1,120,12,58,80,139,309,143,326,51,99,18,419
TYMP,99,220,2,104,12,215,68,27,90,209,93,276,168,158,81
NCAPH2,1051,935,11,1173,85,1103,1334,160,1110,1710,1844,2348,1354,885,612
TOMM34,641,429,12,456,110,400,328,387,1112,614,848,868,1205,304,472
SEC63,1087,1236,32,921,236,930,1610,913,3238,2581,1221,1181,1678,903,3053
KPNA6,1055,537,43,1164,242,868,927,559,3028,2007,1442,941,1806,594,4160
VIM,70,14390,238,6379,1285,99,15244,12370,74186,9325,8305,14513,1378,47,88004
RTEL1-TNFRSF6B,98,47,0,149,3,130,126,63,204,252,172,225,124,126,234
FAS,85,685,1,195,283,39,531,249,1512,362,269,1052,2539,120,1238
RNASET2,176,240,3,264,32,79,472,45,175,232,188,178,342,215,106
CD44,51,3484,55,1750,954,238,1609,8037,34917,40,57,6062,8,16,64544
KCNG1,0,6,0,0,0,1,0,211,153,0,55,0,0,1,28
AGPAT4,80,339,0,279,41,158,372,272,412,469,162,962,461,43,514
SLAMF7,12,120,0,2,252,90,190,66,0,3,0,523,919,14,0
BTN3A1,260,195,8,345,39,276,659,178,568,832,414,434,251,234,617
MIPEP,218,234,7,255,88,141,328,104,676,416,364,322,343,72,643
PRKCH,16,1,23,33,9,4,5529,61,27,4372,1520,0,15,39,35
INSRR,2,0,0,5,0,0,8,1,1,4,4,3,1,1,5
IFNGR1,342,324,3,211,196,264,345,257,1005,656,496,144,2967,181,651
B4GALT7,338,115,1,162,18,352,183,219,986,443,144,209,399,278,604
SH2D2A,6,0,0,79,1,8,157,82,0,141,72,128,1,3,5
VRK2,517,579,8,438,190,577,380,197,870,323,594,586,1047,373,723
TNFRSF1B,0,96,15,0,29,7,913,2,290,21,1,370,12,2,451
VEZT,1463,870,37,858,434,1310,1385,782,2304,2311,1272,1496,1518,1039,1907
POU2F2,2112,12,1,11,89,1504,54,27,134,47,50,457,1966,494,65
BRD9,1218,767,44,1480,177,1231,1631,885,1687,2905,3592,1227,1530,1048,1369
SNX1,1350,1113,32,1101,283,830,1777,863,2274,2189,1301,1578,1268,859,2146
TBPL1,423,446,7,220,55,289,256,439,646,608,439,253,690,146,430
BMAL2,400,767,5,653,371,6,355,895,2715,850,636,1033,1,233,1754
BCLAF1,5027,4909,154,4972,1404,5309,6109,1917,7908,8476,9048,4552,8598,3891,4872
SLC39A9,1973,1052,41,1978,274,1479,1614,1059,3421,4026,5324,1942,3125,1276,2417
ANK1,5,52,0,4,2,161,0,1,67,1,7,0,4,72,285
IBSP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TFB1M,316,451,2,351,56,434,305,283,432,441,588,391,1161,331,259
RABEP1,1285,1069,50,1994,421,2029,1404,584,2625,3048,2722,1334,3351,767,2479
HMGB3,699,813,25,1553,398,338,1899,451,1345,1882,1934,1019,528,711,590
NUP160,1869,1931,60,1902,416,1191,3196,842,1798,4550,3599,2477,3384,1276,2048
BAK1,287,352,13,355,57,288,455,81,375,545,331,349,572,142,312
MUSK,0,0,0,0,1,0,0,0,134,0,0,0,0,0,493
IKZF2,974,8012,168,3349,1847,235,6054,40,416,14898,3323,137,809,143,444
GRN,2814,914,5,454,74,2102,508,739,2899,460,393,365,3698,332,2808
FAM13B,1179,363,34,897,331,1242,1885,266,1697,1851,753,1186,1371,971,2007
ARHGAP31,35,385,2,15,179,5,290,214,1182,234,140,1572,382,2,1547
CENPQ,161,322,10,325,54,184,406,83,196,399,427,323,212,195,108
SARS1,1384,2051,40,1885,348,1838,1869,1492,6732,1938,3050,1537,2876,1239,3449
RANBP3,586,478,9,699,169,548,615,234,1294,1123,871,680,897,482,1346
ARID4A,253,411,16,456,114,414,1324,252,663,1090,1090,936,728,405,830
EIPR1,512,393,13,737,126,539,670,206,592,1517,1497,783,1365,529,468
PNPLA6,512,276,11,398,116,299,681,649,1878,863,861,661,976,318,2069
IFT88,210,64,3,292,54,209,437,268,523,545,465,24,197,76,505
ALG1,532,338,9,501,63,425,304,129,1064,908,1060,485,966,299,662
ZCCHC8,640,301,21,583,146,626,810,207,531,1167,1093,728,891,616,609
ABCF2,2568,715,59,1966,397,1654,1094,488,2465,2038,3101,1440,2483,1287,2033
CHPF2,891,234,13,926,88,391,741,801,4891,1155,738,1508,606,596,3645
LRRC7,40,11,1,23,7,108,56,10,26,91,34,43,24,24,36
FUT8,1370,583,18,629,196,800,2251,1850,1433,1541,804,1120,1687,1422,1489
UBA6,1494,1642,88,2425,403,1715,3258,1880,3613,3357,2657,1677,2910,1389,2776
GAB2,98,229,2,115,2,8,2364,82,544,347,110,235,35,10,611
ATP6V0A1,2,310,7,351,26,114,1,200,755,463,332,1188,655,133,1204
PIAS1,1700,417,14,702,309,1003,977,186,792,2245,1068,1181,956,833,1136
SLC4A7,1449,871,47,1277,263,1856,3236,3865,4829,3180,1214,3526,3025,662,4929
APBA2,0,0,0,0,0,0,189,44,171,189,85,39,0,1,51
MAP2K3,2059,182,7,261,36,284,182,216,1837,658,260,381,652,193,2323
CLXN,3,0,0,0,0,0,0,0,1,0,0,0,0,1,7
TMSB10,2269,5277,101,6842,1328,2998,21240,4384,51492,9364,7537,12141,8322,3011,26432
ASTE1,356,152,4,253,52,163,218,143,298,392,497,459,290,132,225
RNF19A,667,495,11,569,480,692,1246,488,1843,1019,801,1285,1009,485,1143
PEX3,242,420,18,321,43,320,289,88,332,425,514,252,721,199,263
GABARAPL2,436,291,5,285,76,388,483,361,1071,1199,689,310,1532,340,828
MYOC,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0
SH3YL1,264,22,2,165,45,20,432,66,821,1912,1037,221,28,167,790
FAM136A,1591,1048,30,1468,319,543,1031,359,808,1610,2420,922,3280,659,528
VCL,1230,441,24,318,336,267,1181,3633,24816,558,570,1172,1963,366,25342
DEPDC1B,451,610,35,1159,182,403,577,96,224,1323,1449,599,583,334,143
DAPK2,7,1,0,0,7,11,5,19,13,9,8,1,20,7,95
NSMAF,895,339,42,745,154,477,1038,464,1407,1686,1796,1138,1913,442,1391
ADSS2,1017,778,44,1315,179,598,1173,455,1551,1608,1497,887,1016,884,1112
STAP1,465,0,0,17,7,1494,11,3,0,11,1,2,1287,796,0
TIMP2,67,1,2,4,2,1,107,681,6954,890,198,73,2,1,14008
RFC1,1892,1001,112,2652,443,2415,2426,985,2194,3473,3399,1590,2363,2224,1287
TBC1D23,429,377,11,440,83,395,631,714,2604,785,596,588,591,302,1846
CUL3,2127,879,37,1665,462,1786,1551,783,2920,2901,2346,1333,3114,1845,2923
MYOM2,0,4,0,2,0,1,0,0,0,14,5,2,0,0,0
OTC,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
CYP46A1,9,0,0,1,0,11,11,0,9,164,11,6,4,3,20
ZZZ3,2225,983,47,1436,318,1563,1462,1053,2754,2292,2253,1215,1380,1376,2176
SLC18A1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
USP2,10,19,1,2,0,62,18,1,11,68,124,28,26,14,75
CASR,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0
TUBG2,64,18,1,72,7,38,69,90,180,158,146,62,57,91,248
RPL26L1,215,481,6,468,115,218,310,213,719,601,573,258,656,272,358
FLT4,1,4,0,0,0,0,875,0,3,375,270,1,0,0,2
NSUN2,3012,2191,121,2800,586,2729,3009,1553,2577,2955,6067,1687,3751,1957,1640
FBXO42,532,228,9,528,79,428,658,129,877,1566,553,634,911,311,1008
MFAP3,408,214,9,449,63,286,482,285,981,923,524,323,310,255,748
MRI1,133,315,11,476,127,130,747,150,741,337,535,356,236,137,500
METTL1,402,210,7,191,50,223,148,53,269,258,399,155,335,215,151
HOXC8,0,1,0,0,1,1,0,2,2,9,4,1,0,0,17
AGA,214,80,5,389,26,324,473,68,428,176,550,352,294,160,237
PI4K2B,624,564,21,529,196,810,614,167,538,802,1036,1496,877,548,242
BOD1L1,2056,1406,84,2272,595,1832,3681,2764,4865,4016,2628,2196,3318,1784,4433
MAT2B,949,484,19,919,212,419,1470,346,1732,1443,1679,633,805,507,1045
TLL1,0,2,0,1,2,42,0,0,0,8,122,1,2,38,0
EDC4,872,557,24,816,118,603,880,260,1223,2140,1487,964,1238,636,1374
TRIO,221,1040,1,28,254,2104,195,6731,30891,2235,2309,61030,5922,87,49269
VCAN,6,4,1,0,2,0,6,1071,12124,159,48,1,3,2,10183
CLEC16A,1020,292,7,588,145,939,681,226,829,1191,352,591,1962,564,1414
MSR1,461,7,0,30,29,4,0,0,29,0,2,0,327,11,38
CDH1,0,0,0,0,110,0,0,0,2,0,0,2,2,0,4
MTREX,2663,2156,77,2178,571,2208,2147,1177,3204,2892,4602,1769,4083,1912,2203
DNAH5,2,3,0,0,1,0,0,7,1928,2,5,1,2,0,6072
ZFYVE16,646,208,28,716,138,486,1080,387,1974,1308,745,582,551,312,2156
RIPOR1,1172,44,2,120,5,715,333,172,1168,448,581,220,117,331,1861
C6,0,0,0,0,0,0,0,0,12,0,0,0,1,0,24
RAI14,9,1,2,3,51,3,19,1706,12036,211,239,286,1,1,11348
SOX30,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1
PNKP,601,364,20,983,75,535,739,334,1452,1540,1092,610,896,539,1309
BEST2,0,0,0,1,0,0,1,0,0,1,4,1,1,0,2
PHLPP2,890,296,3,263,75,583,432,81,808,678,415,626,652,651,1064
SPDL1,395,346,27,760,204,456,565,206,905,861,498,408,684,455,409
STAU2,751,378,41,777,167,699,1326,323,889,2086,1400,825,861,442,957
SLC66A1,75,52,0,75,9,65,72,109,331,124,87,114,168,49,301
CTNS,159,54,2,112,19,95,175,167,427,296,203,103,210,46,803
RTN4R,0,1,1,24,0,4,82,0,2,77,108,0,6,0,3
PHF23,295,250,13,529,64,394,552,387,1120,654,616,217,918,184,697
CDH10,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1
INPP4A,725,137,28,1351,285,403,2135,238,1149,5334,2844,1073,1132,465,994
RAB27B,0,4,0,4,0,1,86,432,76,157,27,0,3,0,85
PSMA4,3110,4132,84,2761,852,2173,3245,1046,3914,4627,6791,2425,4681,2286,1943
MYO16,5,0,0,2,90,0,0,0,1,1,0,0,5,0,5
LSG1,1665,1246,14,1036,185,823,927,489,1419,1325,1614,2064,1485,1069,1112
PARP3,1,54,3,210,59,81,159,368,231,193,190,284,266,23,220
TNC,14,2,0,0,22,1,20,723,32028,35,44,10,2,3,33610
THAP3,313,251,2,186,64,282,390,144,635,647,798,160,891,222,547
RIPOR3,66,8,0,40,4,29,31,8,416,95,26,73,37,26,2975
TDP1,1765,635,23,839,195,409,847,289,727,1330,2471,1228,1009,532,318
AIFM2,90,158,1,86,42,106,46,129,508,225,11,296,41,68,819
C2orf83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA7,21,23,3,112,13,62,140,50,565,292,277,101,51,40,775
MED17,365,268,10,294,53,340,734,165,504,748,462,444,347,221,420
RETSAT,250,496,12,328,37,207,603,309,1124,488,788,847,405,165,924
CAPG,34,757,35,51,106,245,11419,399,865,3574,3837,411,1425,22,953
AP2S1,567,330,14,962,55,251,768,1131,3401,901,1097,334,751,337,1062
USH2A,25,4,0,13,2,7,11,6,21,28,14,35,3,13,35
ZPBP,14,0,0,1,1,0,0,0,0,0,1,4,39,18,0
TG,4,3,0,1,0,0,7,0,7,23,7,0,4,7,2
ADAM28,15,47,0,1,1,3,0,7,1,3,7,55,331,44,10
BARX2,0,28,0,0,0,0,0,0,0,1,12,0,2,0,0
DCUN1D1,1778,637,68,2471,188,1660,1937,830,1558,2253,1854,903,1747,1896,1164
JADE2,2550,641,25,979,210,1179,1097,146,1001,1642,868,948,2916,600,1494
ZIC2,0,0,1,34,2,0,86,8,0,22,13,0,0,0,0
LCP2,0,190,6,465,104,2,2728,4,1,1774,491,1613,67,1,1
TRIT1,502,470,4,699,94,430,912,250,595,1386,1405,574,1529,394,420
ADRB1,2,0,0,0,0,0,0,0,0,65,9,0,0,0,0
GUCA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUL7,147,608,11,273,39,258,346,843,2042,814,817,1033,453,178,1895
CTNNA1,33,1445,15,1485,332,36,2808,3680,15541,2834,2377,1778,41,91,12393
PHKA2,316,187,6,803,179,340,517,143,516,896,625,804,619,416,421
CNTLN,3,0,5,539,111,392,301,184,902,558,320,694,250,533,973
EPHA3,0,54,0,0,126,0,12,0,33,748,1546,0,0,0,9
HSPA5,2902,2933,88,2864,1174,3277,1310,5408,14609,2009,1661,1849,7973,2492,15842
DSG2,1,555,38,1132,233,6,64,880,297,1137,1240,2019,3,0,41
GEMIN8,227,130,4,187,54,161,232,65,222,320,216,260,224,130,249
OFD1,1048,300,22,263,235,985,949,216,631,835,712,574,766,859,635
GPM6B,74,34,2,30,14,167,105,15,71,224,360,199,38,122,53
MAGEC2,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0
PREX2,0,0,0,0,0,0,1974,0,0,1721,336,1,2,1,4
WDR37,438,168,4,306,56,266,615,321,934,775,464,294,746,300,837
YTHDC2,779,649,34,1125,291,1406,1029,438,1787,1929,1622,1095,1732,1010,1846
CTPS2,892,254,0,2,66,4,428,102,777,2,1,432,973,470,610
ATP6V1H,464,308,9,287,60,389,908,348,1697,919,873,493,1246,299,1047
POLR2B,2884,2789,59,4097,634,2390,4738,1554,6105,5053,6554,2442,4646,2437,3455
ATOSA,1217,214,6,173,98,1395,567,444,894,869,370,1541,603,1016,766
ARAP2,892,339,22,106,191,458,1422,165,22,1215,235,609,1039,528,0
TPR,5451,5766,229,7343,1705,4682,5945,3046,7558,7273,7073,5392,8346,4639,6988
CP,75,33,0,126,10,63,72,25,169,209,96,201,146,137,129
KATNIP,257,222,7,285,50,188,390,207,850,590,322,343,291,137,998
DTNBP1,186,128,6,176,57,191,189,102,244,492,153,211,258,170,273
XK,412,6,0,0,1,200,3,1,7,0,0,0,1,0,4
ANO2,0,0,0,0,0,1,0,1,5,3,1,0,5,2,1
C12orf4,530,231,9,432,147,247,254,134,876,636,630,296,718,233,617
SCML1,0,169,0,1,36,0,0,236,612,224,64,0,0,0,578
WWC3,268,162,1,204,109,71,201,409,1411,241,5,1824,401,727,1644
ARHGAP6,4,0,0,3,34,2,0,3,103,11,3,97,1,5,332
FAM184B,464,67,4,238,44,312,261,67,237,1324,644,223,273,314,383
MAP4,1528,707,40,1569,418,1288,1898,1037,8256,2367,1419,3405,3107,1398,16662
GOPC,1217,2932,44,1412,316,848,1282,497,2380,1734,1800,994,1775,861,1177
ROS1,0,6,0,0,0,0,0,2,0,0,0,0,2,1,0
USP28,633,338,5,459,114,453,412,185,587,496,299,530,1006,398,742
HDAC9,746,1,4,171,13,347,95,318,664,767,655,3,1603,866,247
TSPAN17,160,302,0,78,36,147,443,155,1387,436,175,210,273,183,986
NOP16,1095,1272,16,586,277,794,804,626,837,763,579,556,2026,718,472
CC2D2A,52,15,2,40,8,118,86,224,1139,253,42,65,40,53,1424
RRM2B,1216,926,5,257,175,2985,1340,2086,2676,657,557,2434,1819,2470,1590
ZNF800,1458,234,6,701,127,861,711,324,736,1688,985,867,853,939,834
TNFRSF17,761,0,0,0,44,242,4,0,1,0,0,3,43,196,2
SNX29,1709,117,6,238,223,1538,273,294,1209,750,429,501,1541,486,2387
LMO3,56,1,0,2,0,0,0,6,46,0,0,0,32,455,71
MRPS10,995,1162,29,833,153,719,686,408,1511,1043,1322,729,1746,484,818
GUCA1A,0,1,0,6,0,1,0,0,4,0,1,0,0,0,3
RSF1,1115,786,48,1499,374,1018,1954,1290,2673,1568,1256,991,1484,979,2740
VPS13D,2178,584,54,1998,251,2005,1986,1121,3731,4576,2863,1769,3730,1732,5074
CELF2,483,2603,38,1191,500,31,3895,29,314,5875,2331,41,8,7,394
FAM120A,2850,1034,88,1819,619,1759,2037,1206,3429,3578,2754,2777,2468,1358,4425
R3HDM1,1419,264,27,900,301,1099,566,175,612,2203,1190,965,1104,1084,1157
COL9A2,61,1181,0,102,55,45,10,8,68,97,195,1745,741,128,95
KITLG,0,0,1,0,1,1,25,30,1942,2,7,297,1,0,1838
ERCC8,389,231,15,403,99,239,218,66,372,636,636,217,295,225,334
ADAMTS6,190,140,1,56,22,3,44,1299,1535,282,176,60,13,274,298
H6PD,347,139,4,817,60,459,734,861,2752,2296,788,871,1196,264,3759
VAMP3,215,88,13,264,18,103,274,360,2782,620,453,181,1038,236,2717
PER3,709,178,0,53,5,35,20,279,249,101,83,7,240,9,409
UTS2,105,33,0,6,0,8,0,21,33,22,16,0,240,3,46
TNFRSF9,1,272,0,3,9,2,0,50,6,1,1,17,1135,0,0
EPN3,1,2,0,1,0,1,9,5,10,29,8,5,1,0,14
LTBP1,1303,56,15,319,6,847,128,2226,18583,384,248,1285,946,980,26005
RCN1,9,926,68,1206,434,5,851,3851,14230,1500,1824,717,6,35,9798
ELN,2,0,0,0,0,1,3,5,381,1,1,0,3,2,195
RFC2,921,614,23,712,191,717,656,175,497,1126,1077,1015,1725,652,256
ARID1B,4067,939,26,1373,259,2861,1825,717,2162,4206,1411,2308,2202,3292,3927
CLPTM1L,622,197,10,513,25,246,275,268,745,1049,1446,204,400,546,386
NEDD4L,0,690,2,34,57,254,247,1752,492,502,214,2218,458,25,973
FOXP3,37,15,0,17,1,0,20,2,14,29,49,17,27,14,11
PPP1R3F,68,16,1,5,8,29,21,2,145,104,18,45,70,39,171
HEXB,484,587,28,856,145,77,821,1220,5298,1026,1389,568,650,173,3548
PTCD2,332,294,14,282,85,204,153,148,224,516,463,260,639,356,290
NEXMIF,0,1,4,420,209,0,264,0,0,490,28,0,1,1,0
JKAMP,239,306,11,446,75,237,557,384,1753,863,1203,449,690,228,1157
DKK3,25,2,2,1,6,1,2,215,34746,50,33,2,2,2,19756
ARHGEF5,0,0,0,0,0,0,2,0,4,0,0,1,0,0,16
NFE2L3,600,473,7,428,174,366,709,1989,2147,1504,1567,981,1907,808,1505
MCUR1,646,526,23,671,125,351,614,142,566,1432,1172,581,765,291,400
LIMA1,376,1017,11,157,487,34,268,1487,3898,618,1065,1869,1151,217,6059
LETMD1,672,403,7,736,204,417,672,355,551,1142,973,925,928,669,629
SLC4A8,4,13,13,473,29,175,885,34,521,912,443,29,447,320,475
LAMC3,1,4,1,12,0,4,3,0,0,2,10,0,403,1,2
PTGER3,2,463,0,5,0,2,1248,2,0,199,11,0,1,2,0
TNIP3,1,55,0,0,2,0,1,0,3,3,0,65,0,0,4
MAPK9,475,285,15,371,100,706,835,219,1040,1475,420,672,877,422,928
COL23A1,3,3,0,0,1,8,88,0,0,4,2,1,0,3,5
BCAR1,70,124,0,1,6,27,0,441,3149,2,4,37,3,39,2778
FHIP1B,228,100,9,213,23,171,198,90,307,567,304,229,399,149,404
HERPUD1,3735,1475,17,317,119,2598,751,939,1907,861,854,4876,2410,1218,1408
HOMER3,40,71,0,22,1,17,99,127,623,274,97,47,1,1,470
RAD51,560,299,9,488,85,167,892,68,307,797,639,672,850,319,204
POLQ,793,948,47,1785,359,2273,2283,352,923,3272,2269,3968,2761,1438,584
PIK3CB,1026,303,10,467,119,357,585,462,872,864,422,636,747,429,1074
CYBA,2329,693,31,1760,253,1513,1345,3,979,1504,1393,826,3332,1061,496
THOC3,545,396,7,258,90,343,523,230,412,742,379,345,682,418,279
HEBP2,565,758,0,12,20,18,787,413,1227,998,1024,293,2,91,902
MPHOSPH9,1533,839,70,1651,358,1537,2466,354,855,5107,4236,1793,1623,1207,897
PLEKHA5,0,0,7,473,39,1,1022,465,1100,545,743,59,896,0,2469
PRSS8,17,1,0,3,0,6,4,0,2,8,7,8,10,7,4
SIKE1,1039,533,48,1580,183,730,1248,381,1513,3144,2525,668,1551,1130,1096
RRP12,1820,1033,13,1373,183,1170,499,626,1280,1424,2037,587,1745,649,1987
FNIP2,31,125,20,666,20,33,472,145,1150,1334,695,20,25,33,1089
MSMO1,842,898,20,1037,106,549,1417,862,2237,1504,1141,511,1476,580,1159
TTC17,1774,752,44,2740,266,1558,1536,1028,3013,2717,1796,1715,1426,931,3455
ALX4,12,2,0,2,1,1,17,10,7,44,18,2,3,3,14
FSTL4,2,469,0,1,0,1,1,0,1,1,0,2,0,0,16
FOXN3,2649,916,23,640,202,473,737,136,1841,3114,2118,2359,1021,655,2570
METTL24,0,0,0,2,0,1,0,0,1,5,2,0,0,0,4
AKR7A2,238,266,15,430,68,210,408,254,730,904,781,483,520,138,510
MRTO4,1657,1410,50,1683,248,1024,721,366,1206,1192,1852,995,3751,1095,628
NNAT,40,11,0,42,21,63,44,7,53,45,39,71,58,49,149
USE1,167,124,4,142,19,106,139,131,310,199,330,54,183,37,181
MCF2L2,274,1,8,130,10,135,469,368,36,376,202,1008,51,298,54
NRIP2,152,28,2,65,12,149,34,5,35,148,70,117,81,73,84
